Dist_Name,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Fatalities_per_1000,Injured_per_1000,Impact_Score,Impact_Level,Dist_Name_clean,Flood_Count,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Districts_clean,Event_Impact,DFSI,Population_Density,Supply_Priority_Score,Supply_Priority_Level
Haveri,67,4,1601523,13.0,0.04183517813980817,0.0024976225755109355,1.3221664003576596,Low,haveri,3.0,2.0,3.0,6.0,haveri,1.2000000000000002,0,0.11948099365577344,0.019773523779565476,Low
Chitradurga,99,3,1798153,9.0,0.055056494080314634,0.001668378608494383,0.9283624363444045,Low,chitradurga,4.0,1.0,1.0,4.0,chitradurga,17.200000000000003,0,0.13415049748589936,0.04653109100342299,Low
Davanagere,57,6,2110205,11.0,0.027011593660331578,0.0028433256484559554,1.1149274596543939,Low,davanagere,4.0,2.5,4.0,10.0,davangere,3.3000000000000003,0,0.15743101423918446,0.025159386241461877,Low
Shivamogga,74,12,1877441,9.0,0.03941535313226887,0.006391678886313871,0.9229035160092914,Low,shivamogga,5.0,4.8,14.0,24.0,shivamogga,3.6000000000000005,0,0.14006574754785847,0.027624515489038933,Low
Udupi,58,21,1144919,10.0,0.05065860554327424,0.018341908903599293,1.0345002572234367,Low,udupi,7.0,1.4285714285714286,4.0,10.0,udupi,4.6,0,0.08541623178397968,0.036400341032790856,Low
Chikkamagaluru,40,6,1168539,7.0,0.03423077877589024,0.005134616816383535,0.7196826977961369,Low,chikkamagaluru,3.0,1.0,1.0,3.0,chikkamagaluru,1.2000000000000002,0,0.08717839259600009,0.015798432325204847,Low
Chikkaballapura,34,7,1326139,7.0,0.02563833806260128,0.005278481365829675,0.7154584097142156,Low,chikkaballapura,10.0,2.0,6.0,20.0,chikkaballapura,3.1,0,0.09893607862370615,0.041669596194560496,Low
Hassan,61,28,1843387,9.0,0.03309126081501063,0.01518943119377537,0.924140346004393,Low,hassan,6.0,1.5,4.0,9.0,hassan,8.2,0,0.13752516226874997,0.03837087883104134,Low
Kolar,78,21,1625062,8.0,0.04799816868525632,0.012922583876799778,0.8304603762810281,Low,kolar,8.0,1.0,1.0,8.0,kolar,6.300000000000001,0,0.12123711149464511,0.041152508390436264,Low
Bengaluru Rural,164,135,1355031,4.0,0.12103044136997604,0.09962871698138272,0.5103295791756794,Low,bengaluru rural,40.0,1.15,3.0,46.0,bengaluru rural,57.4,0,0.10109155492264323,0.22637723187129252,Low
Dakshina Kannada,117,41,2388502,8.0,0.04898467742543234,0.0171655707217327,0.8330751240735825,Low,dakshina kannada,24.0,4.916666666666667,62.0,118.0,dakshina kannada,27.2,0,0.1781932524907867,0.12736456880550664,Low
Bangalore,75,37,13403998,6.0,0.00559534550810885,0.002760370450667032,0.604177857979388,Low,bangalore,1.0,5.0,5.0,5.0,mangalore,0.0,0,1.0,0.008068432239584606,Low
Kodagu,57,17,575814,6.0,0.09899029895070283,0.029523422494069265,0.6642568607223861,Low,kodagu,14.0,1.5,5.0,21.0,kodagu,1.9000000000000001,0,0.04295837704541585,0.05231310772490958,Low
Chamarajanagara,20,1,1089392,9.0,0.01835886439408404,0.000917943219704202,0.9096384038068941,Low,chamarajanagara,1.0,1.0,1.0,1.0,chamarajanagara,0.4,0,0.08127366178359621,0.009212854061279143,Low
Tumakuru,25,2,2774415,17.0,0.009010908605958374,0.0007208726884766699,1.7048658906472176,Low,tumakuru,7.0,3.0,7.0,21.0,tumakuru,3.5,0,0.20698414010506416,0.03917226718756827,Low
Ramanagara,23,1,1168086,17.0,0.01969033102014749,0.0008561013487020647,1.710273216184425,Low,ramanagara,0.0,0.0,0.0,0.0,,0.0,0,0.0871445967091311,0.010528657513020559,Low
Mandya,43,4,1886354,10.0,0.022795297171156633,0.002120492760107594,1.0124578949656322,Low,mandya,6.0,1.5,4.0,9.0,mandya,0.4,0,0.14073069840804214,0.02625547613876406,Low
Mysuru,75,14,3330925,8.0,0.022516268003632624,0.004203036694011423,0.813359652348822,Low,mysuru,14.0,1.5,7.0,21.0,mysuru,11.3,0,0.2485023498212996,0.06891825205043392,Low
Vijayapura,45,1,2612195,8.0,0.017226891560545823,0.00038281981245657387,0.8088048556865013,Low,vijayapura,4.0,2.75,7.0,11.0,vijayapura,0.0,0,0.1948817807940586,0.017856086045172203,Low
Kasaragod,108,40,1320168,6.0,0.08180776992019197,0.030299174044515546,0.6560534719823539,Low,kasaragod,13.0,1.3076923076923077,4.0,17.0,kasaragod,4.8999999999999995,0,0.09849061451665392,0.053977728975998805,Low
Wayanad,151,95,847406,4.0,0.17819085538691018,0.11210682954805606,0.5451488424674831,Low,wayanad,65.0,1.8153846153846154,9.0,118.0,wayanad,22.4,0,0.06322039140859317,0.2509569345745992,Low
Kozhikode,181,45,3349063,5.0,0.05404496720425982,0.013436594056307689,0.5337407806302837,Low,kozhikode,26.0,1.6153846153846154,7.0,42.0,kozhikode,14.000000000000002,0,0.24985552817898063,0.11055805251315526,Low
Malappuram,161,50,4458146,5.0,0.036113666981745327,0.011215424528492338,0.5236645457551188,Low,malappuram,16.0,1.0,1.0,16.0,malappuram,12.4,0,0.3325982292745791,0.07547002993433846,Low
Palakkad,104,38,3024581,6.0,0.034384928028047525,0.012563723702555827,0.6234743258653017,Low,palakkad,12.0,1.8333333333333333,7.0,22.0,palakkad,0.8,0,0.22564767616348497,0.04404396203284368,Low
Thrissur,124,43,3305535,5.0,0.03751283831512902,0.013008484254439902,0.5252606612847844,Low,thrissur,16.0,2.0625,9.0,33.0,thrissur,4.6000000000000005,0,0.2466081388552878,0.06264484232080428,Low
Idukki,275,71,1048101,4.0,0.2623792935986131,0.06774156307455102,0.5650604283365821,Low,idukki,27.0,1.1851851851851851,5.0,32.0,idukki,48.300000000000004,0,0.07819316296525858,0.16956600947137807,Low
Ernakulam,136,61,3428525,5.0,0.03966720382671849,0.017791907598748734,0.5287295557127336,Low,ernakulam,18.0,2.3333333333333335,12.0,42.0,ernakulam,15.200000000000001,0,0.2557837594425186,0.08644595419712894,Low
Alappuzha,170,70,2167462,5.0,0.07843274760987737,0.03229583725112597,0.5553642924305017,Low,alappuzha,18.0,3.0555555555555554,14.0,55.0,alappuzha,6.9,0,0.1617026502092883,0.0729567914012629,Low
Kottayam,200,90,2015065,5.0,0.0992523814368271,0.0446635716465722,0.5719579765416997,Low,kottayam,22.0,1.4545454545454546,7.0,32.0,kottayam,36.1,0,0.15033313195063144,0.13359465248283053,Low
Pathanamthitta,132,30,1320089,6.0,0.09999325803032977,0.022725740461438583,0.6613594992458842,Low,pathanamthitta,11.0,1.3636363636363635,5.0,15.0,pathanamthitta,3.8000000000000003,0,0.0984847207527187,0.045711283634729726,Low
Kollam,177,60,2503307,5.0,0.07070646948216898,0.0239682947397183,0.5473373821109436,Low,kollam,18.0,1.0555555555555556,2.0,19.0,kollam,9.9,0,0.18675823437156586,0.07782824318397191,Low
Thiruvananthapuram,276,149,3288743,4.0,0.08392264156852633,0.04530606374532762,0.46461435265692697,Low,thiruvananthapuram,97.0,1.7938144329896908,16.0,174.0,thiruvananthapuram,58.8,0,0.24535537829832563,0.41414445088806146,Medium
Kannur,153,53,2666656,5.0,0.057375229500918,0.019875079500318003,0.538625154500618,Low,kannur,23.0,1.8695652173913044,9.0,43.0,kannur,12.700000000000001,0,0.19894482228362015,0.09862519174272652,Low
Leh,162,30,158993,1.0,1.01891278232375,0.18868755228217596,0.703800167302963,Low,leh,0.0,0.0,0.0,0.0,,0.0,0,0.011861610244943336,0.0038534070466674517,Low
Kargil,46,1,154801,1.0,0.2971557031285328,0.006459906589750712,0.2518078048591418,Low,kargil,5.0,1.0,1.0,5.0,kargil,13.500000000000002,0,0.011548867733343439,0.039159787044235866,Low
Burhanpur,15,10,917654,6.0,0.016346030203104874,0.010897353468736583,0.6136216918359209,Low,burhanpur,1.0,12.0,12.0,12.0,burhanpur,0.0,0,0.06846121582530824,0.006613704115736645,Low
Morena,57,0,2318601,5.0,0.024583789966449596,0.0,0.5122918949832248,Low,morena,3.0,3.0,7.0,9.0,morena,1.6,0,0.17297831587262247,0.015238908299396987,Low
Bhind,25,0,1937516,6.0,0.012903119251660374,0.0,0.6064515596258303,Low,bhind,3.0,5.0,7.0,15.0,bhind,2.8000000000000003,0,0.14454761929985366,0.017758838675870605,Low
Gwalior,46,2,2515503,5.0,0.01828660112907836,0.0007950696143077548,0.509540835371693,Low,gwalior,4.0,3.25,7.0,13.0,gwalior,5.2,0,0.18766811215579113,0.024359709770524866,Low
Sheopur,5,0,890783,7.0,0.005613039314849969,0.0,0.702806519657425,Low,sheopur,2.0,4.0,7.0,8.0,sheopur,0.4,0,0.066456515436663,0.011097429555416337,Low
Shivpuri,13,0,2047132,6.0,0.006350347705961316,0.0,0.6031751738529807,Low,shivpuri,3.0,5.0,7.0,15.0,shivpuri,1.2000000000000002,0,0.15272547787607846,0.01514658882086089,Low
Tikamgarh,9,0,1216750,6.0,0.007396753647010479,0.0,0.6036983768235054,Low,tikamgarh,1.0,1.0,1.0,1.0,tikamgarh,0.8,0,0.09077515529321924,0.007887531451424679,Low
Neemuch,14,1,905934,6.0,0.015453664394978,0.0011038331710698573,0.608278748783024,Low,neemuch,1.0,3.0,3.0,3.0,neemuch,0.0,0,0.06758684983390777,0.0065774953370757935,Low
Rewa,38,25,2794552,5.0,0.013597886172810526,0.008945977745270083,0.5112719319590403,Low,rewa,5.0,3.0,7.0,15.0,rewa,9.1,0,0.208486453071688,0.0340079607348737,Low
Satna,28,0,2619145,6.0,0.010690511598250574,0.0,0.6053452557991253,Low,satna,0.0,0.0,0.0,0.0,,0.0,0,0.19540028281114336,0.0035111446209496328,Low
Guna,63,2,1461635,6.0,0.04310241612988194,0.001368330670789903,0.622235373400336,Low,guna,1.0,15.0,15.0,15.0,guna,3.6,0,0.10904470442326238,0.012595355586102934,Low
Ashoknagar,6,4,1071470,6.0,0.005599783475038964,0.0037331889833593103,0.6046664862291993,Low,ashoknagar,1.0,1.0,1.0,1.0,ashoknagar,0.4,0,0.07993659802097852,0.007225135757646533,Low
Mandsaur,27,1,1424619,5.0,0.018952435703861875,0.0007019420631059954,0.5098271888834839,Low,mandsaur,3.0,2.6666666666666665,4.0,8.0,mandsaur,0.4,0,0.10628314029888694,0.013161133684680859,Low
Singrauli,6,0,1558134,8.0,0.0038507599474756344,0.0,0.8019253799737378,Low,singrauli,1.0,7.0,7.0,7.0,singrauli,0.8,0,0.11624397437242232,0.009219557050164062,Low
Sidhi,2,0,1292335,8.0,0.0015475863456456723,0.0,0.8007737931728229,Low,sidhi,0.0,0.0,0.0,0.0,,0.0,0,0.09641414449629133,0.00462238232058133,Low
Sagar,46,8,2792584,5.0,0.01647219922480398,0.0028647302999659095,0.5096684647623849,Low,sagar,4.0,1.75,3.0,7.0,sagar,1.5000000000000002,0,0.20833963120555524,0.01837190621763824,Low
Damoh,26,0,1437365,6.0,0.018088655282409133,0.0,0.6090443276412046,Low,damoh,2.0,2.0,3.0,4.0,damoh,0.8,0,0.10723405061683836,0.011204412545381251,Low
Shajapur,7,0,1036523,6.0,0.006753347489636023,0.0,0.6033766737448181,Low,shajapur,2.0,2.5,4.0,5.0,shajapur,0.0,0,0.07732939082802012,0.009816724077564495,Low
Vidisha,35,6,1710603,4.0,0.0204606211961513,0.0035075350621973657,0.41198407812917437,Low,vidisha,5.0,1.6,4.0,8.0,vidisha,2.0,0,0.12761886416276697,0.02167364858109183,Low
Rajgarh,21,3,1797738,5.0,0.011681346225089529,0.0016687637464413614,0.5066750549857655,Low,rajgarh,4.0,2.25,4.0,9.0,rajgarh,1.6,0,0.13411953657408782,0.018394377894953833,Low
Shahdol,2,2,1075359,6.0,0.0018598440148824718,0.0018598440148824718,0.6018598440148826,Low,shahdol,4.0,1.5,3.0,6.0,shahdol,0.0,0,0.08022673533672565,0.016322137845161913,Low
Katni,10,0,1481656,6.0,0.006749204943657636,0.0,0.603374602471829,Low,katni,0.0,0.0,0.0,0.0,,0.0,0,0.11053836325550033,0.0033601895998190204,Low
Umaria,3,0,849658,7.0,0.0035308324055090398,0.0,0.7017654162027546,Low,umaria,3.0,4.666666666666667,12.0,14.0,umaria,0.4,0,0.06338840098304999,0.014340944256616927,Low
Ratlam,24,0,1682145,6.0,0.014267497748410511,0.0,0.6071337488742053,Low,ratlam,1.0,1.0,1.0,1.0,ratlam,2.4000000000000004,0,0.12549576626317013,0.010570639806461795,Low
Bhopal,64,13,2938719,4.0,0.02177819655434902,0.004423696175102144,0.4131009463647256,Low,bhopal,16.0,1.625,5.0,26.0,bhopal,6.7,0,0.21924197541658838,0.06528812692722293,Low
Ujjain,50,3,2261682,4.0,0.022107440391708474,0.0013264464235025082,0.4117169434076055,Low,ujjain,3.0,1.6666666666666667,3.0,5.0,ujjain,0.0,0,0.16873189625960852,0.011972966700725235,Low
Raisen,56,12,1582981,5.0,0.03537629320882563,0.0075806342590340635,0.5214784637339298,Low,raisen,3.0,1.6666666666666667,3.0,5.0,raisen,14.9,0,0.1180976750369554,0.03685704842612348,Low
Sehore,36,2,1581777,5.0,0.02275921321399919,0.0012644007341110661,0.5120118069740551,Low,sehore,3.0,2.6666666666666665,4.0,8.0,sehore,0.3,0,0.11800785109039855,0.013031676114549159,Low
Jabalpur,54,6,2843254,5.0,0.018992323584175033,0.002110258176019448,0.5105512908800972,Low,jabalpur,6.0,2.3333333333333335,7.0,14.0,jabalpur,7.0,0,0.21211984663083358,0.033846418483206984,Low
Dewas,17,18,1839994,5.0,0.009239160562480093,0.009782640595567159,0.5095109005790236,Low,dewas,2.0,1.0,1.0,2.0,dewas,8.2,0,0.13727202883796313,0.022649844689712827,Low
Anuppur,2,0,902339,9.0,0.0022164618840590953,0.0,0.9011082309420295,Low,anuppur,1.0,12.0,12.0,12.0,anuppur,0.0,0,0.06731864627255241,0.008483546621535738,Low
Jhabua,3,0,1290473,7.0,0.002324728994717441,0.0,0.7011623644973588,Low,jhabua,3.0,5.333333333333333,12.0,16.0,jhabua,0.0,0,0.09627523071847668,0.013739488738072908,Low
Dindori,3,0,917721,7.0,0.0032689673658987863,0.0,0.7016344836829495,Low,dindori,3.0,4.666666666666667,12.0,14.0,dindori,0.4,0,0.06846621433396215,0.014348356679918586,Low
Narsimhapur,14,0,1275736,7.0,0.010974057328475484,0.0,0.7054870286642378,Low,narsimhapur,0.0,0.0,0.0,0.0,,0.0,0,0.09517578262843668,0.003999995239010679,Low
Dhar,14,0,2722423,5.0,0.005142477858877919,0.0,0.502571238929439,Low,dhar,5.0,2.6,6.0,13.0,dhar,0.4,0,0.20310529738962957,0.019782058584614428,Low
Indore,57,6,4193901,5.0,0.013591164884435755,0.001430648935203764,0.5075109069098198,Low,indore,8.0,2.125,7.0,17.0,indore,6.9,0,0.31288433495737616,0.04033844151000424,Low
Mandla,10,0,1110768,7.0,0.00900278005848206,0.0,0.7045013900292411,Low,mandla,1.0,12.0,12.0,12.0,mandla,0.0,0,0.08286840985801401,0.00722883283073328,Low
Hoshangabad,53,0,1371450,5.0,0.03864522950162237,0.0,0.5193226147508112,Low,hoshangabad,0.0,0.0,0.0,0.0,,0.0,0,0.10231648796127842,0.0027995806875445294,Low
Seoni,18,0,1600897,5.0,0.011243696502648204,0.0,0.5056218482513241,Low,seoni,4.0,3.75,12.0,15.0,seoni,1.2000000000000002,0,0.11943429117193244,0.017712561237859793,Low
Alirajpur,7,0,917115,5.0,0.007632630586131509,0.0,0.5038163152930658,Low,alirajpur,2.0,2.0,3.0,4.0,alirajpur,1.2000000000000002,0,0.06842100394225663,0.011107201390606414,Low
Chhindwara,33,6,2383077,5.0,0.0138476431940722,0.0025177533080131278,0.5081826982510427,Low,chhindwara,5.0,2.2,7.0,11.0,chhindwara,2.2,0,0.17778852249903349,0.022707143732046096,Low
Harda,9,3,669689,6.0,0.013439073958210453,0.004479691319403484,0.6089593826388071,Low,harda,1.0,3.0,3.0,3.0,"harda,",0.0,0,0.04996188450639876,0.006553239496309511,Low
West Nimar,52,18,2194354,4.0,0.0236971792153864,0.008202869728402984,0.4159500244718947,Low,west nimar,0.0,0.0,0.0,0.0,,0.0,0,0.16370891729467582,0.002226490834262261,Low
East Nimar,4,0,1518478,7.0,0.002634216630073007,0.0,0.7013171083150366,Low,east nimar,1.0,3.0,3.0,3.0,east nimar,0.0,0,0.11328545408616146,0.0072576094304738405,Low
Balaghat,118,108,1884118,6.0,0.06262877378168459,0.057321250579846904,0.6599750121807658,Low,balaghat,5.0,4.4,12.0,22.0,balaghat,74.0,0,0.1405638825072937,0.1404996020175442,Low
Barwani,7,10,1771460,6.0,0.003951542795208473,0.005645061136012103,0.6047983019656104,Low,barwani,2.0,6.5,12.0,13.0,barwani,0.2,0,0.13215907671726002,0.010240751533154487,Low
Agar Malwa,2,0,702666,6.0,0.0028463025107234446,0.0,0.6014231512553618,Low,agar malwa,1.0,3.0,3.0,3.0,agar-malwa,0.0,0,0.05242212062401084,0.006508178695993624,Low
Datia,9,0,955153,6.0,0.009422574184450031,0.0,0.6047112870922251,Low,datia,1.0,1.0,1.0,1.0,datia,1.2000000000000002,0,0.07125881397475589,0.008513417770619341,Low
Chhatarpur,12,0,2100270,6.0,0.005713551114856661,0.0,0.6028567755574284,Low,chhatarpur,3.0,4.666666666666667,12.0,14.0,chhatarpur,0.0,0,0.15668981747087699,0.013197796389736286,Low
Panna,8,0,1214594,7.0,0.006586563081984597,0.0,0.7032932815409924,Low,panna,0.0,0.0,0.0,0.0,,0.0,0,0.0906143077610128,0.003978288233258526,Low
Betul,26,2,1776782,6.0,0.014633196419144274,0.0011256304937803288,0.6078794134564623,Low,betul,3.0,5.333333333333333,12.0,16.0,betul,0.4,0,0.13255612243451542,0.013842272929781038,Low
Niwari,2,0,474884,8.0,0.004211554821809116,0.0,0.8021057774109046,Low,niwari,0.0,0.0,0.0,0.0,,0.0,0,0.03542853408363684,0.004531791479118688,Low
Gondiya,35,10,1579976,5.0,0.022152235223826183,0.006329210063950339,0.5142407226438883,Low,gondiya,9.0,2.111111111111111,4.0,19.0,gondia,3.6,0,0.11787348819359716,0.03794891202279067,Low
Bhandara,91,26,1132270,5.0,0.08036952317026858,0.02296272090579102,0.5516661220380298,Low,bhandara,13.0,1.6923076923076923,4.0,22.0,bhandara,14.9,0,0.08447255811288543,0.06955172446901814,Low
Jalgaon,75,26,4760079,3.0,0.01575604102368889,0.005462094221545483,0.31060906762261725,Low,jalgaon,15.0,1.4666666666666666,4.0,22.0,jalgaon,8.9,0,0.3551238220119102,0.06516754188259244,Low
Wardha,134,20,1365264,5.0,0.09814951540507917,0.01464918140374316,0.5563993484044112,Low,wardha,18.0,1.4444444444444444,4.0,26.0,wardha,8.700000000000001,0,0.10185498386376961,0.07579587756353526,Low
Buldana,92,7,2939030,3.0,0.03130284481614682,0.0023817381925329106,0.3168422915043399,Low,buldana,14.0,1.4285714285714286,4.0,20.0,buldhana,3.0,0,0.21926517744929536,0.05212861194928906,Low
Akola,106,14,2032614,4.0,0.05214959652939515,0.006887682560486152,0.4295186395449407,Low,akola,19.0,1.7894736842105263,7.0,34.0,akola,16.6,0,0.15164236819492213,0.09116451656003993,Low
Nashik,158,70,7301954,3.0,0.021638043734594877,0.00958647507228887,0.3156122594034419,Low,nashik,40.0,1.45,4.0,58.0,nashik,42.5,0,0.544759406857566,0.20157975775260695,Low
Gadchiroli,90,15,1183215,4.0,0.07606394442261127,0.012677324070435213,0.4443706342465233,Low,gadchiroli,18.0,1.5,4.0,27.0,gadchiroli,13.4,0,0.08827328980502683,0.08269432394075693,Low
Washim,62,6,1362768,4.0,0.045495638289129184,0.004402803705399598,0.4249492209972644,Low,washim,26.0,1.9615384615384615,5.0,51.0,washim,2.4000000000000004,0,0.10166877076525974,0.09072789916465357,Low
Chandrapur,114,20,2348545,5.0,0.04854069221581873,0.008515910915055916,0.5285283015654373,Low,chandrapur,11.0,1.7272727272727273,4.0,19.0,chandrapur,4.4,0,0.17521227621788663,0.04594794747621219,Low
Yavatmal,211,22,3117757,4.0,0.06767685871605773,0.007056354937219289,0.4373666068266385,Low,yavatmal,18.0,2.0555555555555554,8.0,37.0,yavatmal,23.3,0,0.2325990350043323,0.098997303598699,Low
Jalna,157,13,2330103,5.0,0.0673789956924651,0.005579152509567174,0.5364790741010161,Low,jalna,5.0,3.8,10.0,19.0,jalna,1.7,0,0.17383641805974606,0.02207111507682593,Low
Ahmadnagar,50,18,5113145,4.0,0.009778717403867874,0.0035203382653924346,0.40664952783463015,Low,ahmadnagar,14.0,3.0714285714285716,21.0,43.0,ahmednagar,2.4000000000000004,0,0.3814641721074563,0.05200072465917803,Low
Hingoli,82,5,1419813,4.0,0.05775408451676383,0.0035215905193148674,0.43063783751803936,Low,hingoli,4.0,1.75,4.0,7.0,hingoli,2.0,0,0.10592459055872733,0.018504498032357406,Low
Nanded,262,34,3861544,4.0,0.06784850826508775,0.008804768248141158,0.43832663825661444,Low,nanded,20.0,1.5,4.0,30.0,nanded,19.3,0,0.28808897166352904,0.09909387177952288,Low
Parbhani,230,15,2068053,4.0,0.11121571835924901,0.007253199023429284,0.45923445869133916,Low,parbhani,9.0,2.0,5.0,18.0,parbhani,5.5,0,0.15428628085441373,0.04074257908953016,Low
Pune,547,119,11979873,2.0,0.045659916428162466,0.009933327339947593,0.22779662188405503,Low,pune,74.0,1.364864864864865,7.0,101.0,pune,114.4,0,0.8937537143768598,0.42928336896544633,Medium
Bid,242,15,3032850,4.0,0.07979293403894026,0.0049458430189425785,0.4423693885289414,Low,bid,0.0,0.0,0.0,0.0,,0.0,0,0.22626458165690566,0.0025003143523623338,Low
Mumbai,1016,437,2831580,3.0,0.35881027553521355,0.15433079764654362,0.5565705365908786,Low,mumbai,92.0,2.5,79.0,230.0,mumbai,290.6,0,0.21124891245134475,0.7756989177602419,High
Latur,54,6,2795413,4.0,0.019317360261256564,0.0021463733623618407,0.41073186681180923,Low,latur,9.0,1.6666666666666667,4.0,15.0,latur,2.4000000000000004,0,0.2085506876381211,0.03546942815702983,Low
Osmanabad,137,10,1913512,4.0,0.07159610182742518,0.005225992834118625,0.4384110473307719,Low,osmanabad,0.0,0.0,0.0,0.0,,0.0,0,0.14275681031883175,0.0023386224138670173,Low
Solapur,161,11,4817374,3.0,0.03342069766640498,0.002283401703915868,0.31785204968516045,Low,solapur,9.0,1.1111111111111112,2.0,10.0,solapur,50.400000000000006,0,0.3593982929570715,0.11323713365835505,Low
Satara,108,67,3138971,3.0,0.0344061796047176,0.02134457438440814,0.32787537699456293,Low,satara,16.0,1.0,1.0,16.0,satara,23.8,0,0.23418169713245257,0.09259027723866692,Low
Ratnagiri,280,72,1532470,3.0,0.18271157021018355,0.04698297519690434,0.414847272703544,Low,ratnagiri,21.0,1.9523809523809523,7.0,41.0,ratnagiri,21.3,0,0.11432932174415425,0.10516876226633559,Low
Sangli,107,13,3253446,4.0,0.03288820530600477,0.003995763261477215,0.418441984283741,Low,sangli,7.0,1.1428571428571428,2.0,8.0,sangli,4.8,0,0.24272205949299605,0.03297101490605471,Low
Kolhapur,258,32,3952672,4.0,0.0652723018757944,0.00809578937994349,0.43668404562786894,Low,kolhapur,15.0,2.066666666666667,7.0,31.0,kolhapur,14.400000000000002,0,0.2948875402697016,0.07484235745601495,Low
Sindhudurg,190,103,808570,4.0,0.23498274731934157,0.12738538407311675,0.5811840656962292,Low,sindhudurg,14.0,2.2857142857142856,7.0,32.0,sindhudurg,26.499999999999996,0,0.06032304689988763,0.09184054582356964,Low
Thane,418,204,9950177,3.0,0.04200930295008822,0.020502147851239227,0.3312557254006638,Low,thane,41.0,1.3902439024390243,7.0,57.0,thane,52.5,0,0.7423290424245065,0.22153489865279513,Low
Palghar,78,4,3787472,3.0,0.0205942116535779,0.0010561134181322,0.31082516253585507,Low,palghar,13.0,1.0769230769230769,2.0,14.0,palghar,8.3,0,0.2825628592305072,0.05756368605801475,Low
Nandurbar,43,6,2039682,4.0,0.02108171764029883,0.0029416350195765814,0.41201167632993774,Low,nandurbar,4.0,2.0,4.0,8.0,nandurbar,3.2,0,0.15216967355560632,0.020411673551507227,Low
Amravati,430,34,3195039,5.0,0.13458364670978978,0.010641497646820586,0.5726125721783052,Low,amravati,24.0,1.5416666666666667,4.0,37.0,amravati,23.400000000000002,0,0.2383646282251012,0.11958170110641266,Low
Dhule,58,4,2456650,4.0,0.023609386766531657,0.0016282335701056317,0.4126188101683187,Low,dhule,4.0,1.25,2.0,5.0,dhule,0.0,0,0.18327740723327474,0.015257799952139708,Low
Nagpur,689,78,5242373,3.0,0.13142903032653344,0.014878758150173596,0.37315389423835355,Low,nagpur,69.0,1.6956521739130435,7.0,117.0,nagpur,109.0,0,0.3911051762317482,0.40434588818692646,Medium
Aurangabad,301,46,4525057,13.0,0.06651849910398919,0.010165617803267451,1.3383420584536283,Low,aurangabad,12.0,2.25,10.0,27.0,aurangabad,22.3,0,0.3375900981184867,0.08387469496755609,Low
Raigarh,328,93,3072698,3.0,0.10674657906504316,0.030266560527588457,0.36850656979631585,Low,raigarh,16.0,2.375,14.0,38.0,raigarh,82.3,0,0.22923742602766728,0.18806389741171609,Low
Mumbai Suburban,145,77,10791581,3.0,0.013436400097446333,0.007135191775885294,0.31028579593666583,Low,mumbai suburban,9.0,1.1111111111111112,2.0,10.0,mumbai suburban,26.8,0,0.8051016569832374,0.07550093632339533,Low
Kamjong,0,0,61519,7.0,0.0,0.0,0.7000000000000001,Low,kamjong,0.0,0.0,0.0,0.0,,0.0,0,0.004589600804177977,0.003816829540952786,Low
Senapati,0,0,459428,7.0,0.0,0.0,0.7000000000000001,Low,senapati,0.0,0.0,0.0,0.0,,0.0,0,0.03427544528132576,0.003865147507973647,Low
Tamenglong,11,2,139509,5.0,0.07884795962984467,0.014335992659971758,0.5465919761449082,Low,tamenglong,2.0,1.0,1.0,2.0,tamenglong,2.4,0,0.010408014086543432,0.01324444301850024,Low
Imphal West,2,0,589610,5.0,0.0033920727260392464,0.0,0.5016960363630196,Low,imphal west,0.0,0.0,0.0,0.0,,0.0,0,0.04398762220048078,0.002589882966130063,Low
Kakching,0,0,180789,7.0,0.0,0.0,0.7000000000000001,Low,kakching,0.0,0.0,0.0,0.0,,0.0,0,0.013487692254206544,0.003831312460229752,Low
Bishnupur,1,0,299943,6.0,0.0033339667870228677,0.0,0.6016669833935115,Low,bishnupur,0.0,0.0,0.0,0.0,,0.0,0,0.022377129569849233,0.0032055769757949257,Low
Chandel,0,0,125173,7.0,0.0,0.0,0.7000000000000001,Low,chandel,0.0,0.0,0.0,0.0,,0.0,0,0.00933848244382012,0.003824559026520456,Low
Churachandpur,0,0,257051,7.0,0.0,0.0,0.7000000000000001,Low,churachandpur,0.0,0.0,0.0,0.0,,0.0,0,0.01917718877606517,0.003840572931344868,Low
Imphal East,2,0,434974,5.0,0.004597975970977576,0.0,0.5022989879854888,Low,imphal east,0.0,0.0,0.0,0.0,,0.0,0,0.03245106422725518,0.002575031125159684,Low
Jiribam,0,0,56027,7.0,0.0,0.0,0.7000000000000001,Low,jiribam,1.0,5.0,5.0,5.0,jiribam,0.0,0,0.00417987230377086,0.007071449326754275,Low
Kangpokpi,0,0,268532,7.0,0.0,0.0,0.7000000000000001,Low,kangpokpi,0.0,0.0,0.0,0.0,,0.0,0,0.020033724266446475,0.0038419670656302616,Low
Thoubal,7,2,325077,5.0,0.02153335978860393,0.006152388511029694,0.5138428741498168,Low,thoubal,1.0,1.0,1.0,1.0,thoubal,0.0,0,0.024252241756526672,0.005892130361723293,Low
Tengnoupal,0,0,75461,7.0,0.0,0.0,0.7000000000000001,Low,tengnoupal,0.0,0.0,0.0,0.0,,0.0,0,0.005629738231832025,0.0038185225137083783,Low
